threeday_yrmo,threeday_yr,year,dayofyear,varp10_varmixing_m
2920,2920,2002,119,10.0
2921,2921,2002,122,10.0
2922,2922,2002,125,10.0
2923,2923,2002,128,10.0
2924,2924,2002,131,10.0
2925,2925,2002,134,10.0
2926,2926,2002,137,10.0
2927,2927,2002,140,10.0
2928,2928,2002,143,10.0
2929,2929,2002,146,10.0
2930,2930,2002,149,10.0
2931,2931,2002,152,10.0
2932,2932,2002,155,10.0
2933,2933,2002,158,10.0
2934,2934,2002,161,10.0
2935,2935,2002,164,10.0
2936,2936,2002,167,10.0
2937,2937,2002,170,10.0
2938,2938,2002,173,10.0
2939,2939,2002,176,10.0
2940,2940,2002,179,10.0
2941,2941,2002,182,10.0
2942,2942,2002,185,10.0
2943,2943,2002,188,10.0
2944,2944,2002,191,10.0
2945,2945,2002,194,10.0
2946,2946,2002,197,10.0
2947,2947,2002,200,10.0
2948,2948,2002,203,10.0
2949,2949,2002,206,10.0
2950,2950,2002,209,10.0
2951,2951,2002,212,10.0
2952,2952,2002,215,10.0
2953,2953,2002,218,10.0
2954,2954,2002,221,10.0
2955,2955,2002,224,10.0
2956,2956,2002,227,10.0
2957,2957,2002,230,10.0
2958,2958,2002,233,10.0
2959,2959,2002,236,10.0
2960,2960,2002,239,10.0
2961,2961,2002,242,10.0
2962,2962,2002,245,10.0
2963,2963,2002,248,10.0
2964,2964,2002,251,10.0
2965,2965,2002,254,10.0
2966,2966,2002,257,10.0
2967,2967,2002,260,10.0
2968,2968,2002,263,10.0
2969,2969,2002,266,10.0
2970,2970,2002,269,10.0
2971,2971,2002,272,10.0
2972,2972,2002,275,10.0
2973,2973,2002,278,10.0
2974,2974,2002,281,10.0
2975,2975,2002,284,10.0
2976,2976,2002,287,10.0
2977,2977,2002,290,10.0
2978,2978,2002,293,10.0
2979,2979,2002,296,10.0
2980,2980,2002,299,10.0
2981,2981,2002,302,10.0
2982,2982,2002,305,10.0
2983,2983,2002,308,10.0
2984,2984,2002,311,10.0
2985,2985,2002,314,10.0
2986,2986,2002,317,10.0
2987,2987,2002,320,10.0
2988,2988,2002,323,10.0
2989,2989,2002,326,10.0
2990,2990,2002,329,10.0
2991,2991,2002,332,10.0
2992,2992,2002,335,10.0
2993,2993,2002,338,10.0
2994,2994,2002,341,10.0
2995,2995,2002,344,10.0
2996,2996,2002,347,10.0
2997,2997,2002,350,10.0
2998,2998,2002,353,10.0
2999,2999,2002,356,10.0
3000,3000,2002,360,10.0
3001,3001,2003,2,10.0
3002,3002,2003,5,10.0
3003,3003,2003,8,10.0
3004,3004,2003,11,10.0
3005,3005,2003,14,10.0
3006,3006,2003,17,10.0
3007,3007,2003,20,10.0
3008,3008,2003,23,10.0
3009,3009,2003,26,10.0
3010,3010,2003,29,10.0
3011,3011,2003,32,10.0
3012,3012,2003,35,10.0
3013,3013,2003,38,10.0
3014,3014,2003,41,10.0
3015,3015,2003,44,10.0
3016,3016,2003,47,10.0
3017,3017,2003,50,10.0
3018,3018,2003,53,10.0
3019,3019,2003,56,10.0
3020,3020,2003,59,10.0
3021,3021,2003,62,10.0
3022,3022,2003,65,10.0
3023,3023,2003,68,10.0
3024,3024,2003,71,10.0
3025,3025,2003,74,10.0
3026,3026,2003,77,10.0
3027,3027,2003,80,10.0
3028,3028,2003,83,10.0
3029,3029,2003,86,10.0
3030,3030,2003,89,10.0
3031,3031,2003,92,10.0
3032,3032,2003,95,10.0
3033,3033,2003,98,10.0
3034,3034,2003,101,10.0
3035,3035,2003,104,10.0
3036,3036,2003,107,10.0
3037,3037,2003,110,10.0
3038,3038,2003,113,10.0
3039,3039,2003,116,10.0
3040,3040,2003,119,10.0
3041,3041,2003,122,10.0
3042,3042,2003,125,10.0
3043,3043,2003,128,10.0
3044,3044,2003,131,10.0
3045,3045,2003,134,10.0
3046,3046,2003,137,10.0
3047,3047,2003,140,10.0
3048,3048,2003,143,10.0
3049,3049,2003,146,10.0
3050,3050,2003,149,10.0
3051,3051,2003,152,10.0
3052,3052,2003,155,10.0
3053,3053,2003,158,10.0
3054,3054,2003,161,10.0
3055,3055,2003,164,10.0
3056,3056,2003,167,10.0
3057,3057,2003,170,10.0
3058,3058,2003,173,10.0
3059,3059,2003,176,10.0
3060,3060,2003,179,10.0
3061,3061,2003,182,10.0
3062,3062,2003,185,10.0
3063,3063,2003,188,10.0
3064,3064,2003,191,10.0
3065,3065,2003,194,10.0
3066,3066,2003,197,10.0
3067,3067,2003,200,10.0
3068,3068,2003,203,10.0
3069,3069,2003,206,10.0
3070,3070,2003,209,10.0
3071,3071,2003,212,10.0
3072,3072,2003,215,10.0
3073,3073,2003,218,10.0
3074,3074,2003,221,10.0
3075,3075,2003,224,10.0
3076,3076,2003,227,10.0
3077,3077,2003,230,10.0
3078,3078,2003,233,10.0
3079,3079,2003,236,10.0
3080,3080,2003,239,10.0
3081,3081,2003,242,10.0
3082,3082,2003,245,10.0
3083,3083,2003,248,10.0
3084,3084,2003,251,10.0
3085,3085,2003,254,10.0
3086,3086,2003,257,10.0
3087,3087,2003,260,10.0
3088,3088,2003,263,10.0
3089,3089,2003,266,10.0
3090,3090,2003,269,10.0
3091,3091,2003,272,10.0
3092,3092,2003,275,10.0
3093,3093,2003,278,10.0
3094,3094,2003,281,10.0
3095,3095,2003,284,10.0
3096,3096,2003,287,10.0
3097,3097,2003,290,10.0
3098,3098,2003,293,10.0
3099,3099,2003,296,10.0
3100,3100,2003,299,10.0
3101,3101,2003,302,10.0
3102,3102,2003,305,10.0
3103,3103,2003,308,10.0
3104,3104,2003,311,10.0
3105,3105,2003,314,10.0
3106,3106,2003,317,10.0
3107,3107,2003,320,10.0
3108,3108,2003,323,10.0
3109,3109,2003,326,10.0
3110,3110,2003,329,10.0
3111,3111,2003,332,10.0
3112,3112,2003,335,10.0
3113,3113,2003,338,10.0
3114,3114,2003,341,10.0
3115,3115,2003,344,10.0
3116,3116,2003,347,10.0
3117,3117,2003,350,10.0
3118,3118,2003,353,10.0
3119,3119,2003,356,10.0
3120,3120,2003,360,10.0
3121,3121,2004,2,10.0
3122,3122,2004,5,10.0
3123,3123,2004,8,10.0
3124,3124,2004,11,10.0
3125,3125,2004,14,10.0
3126,3126,2004,17,10.0
3127,3127,2004,20,10.0
3128,3128,2004,23,10.0
3129,3129,2004,26,10.0
3130,3130,2004,29,10.0
3131,3131,2004,32,10.0
3132,3132,2004,35,10.0
3133,3133,2004,38,10.0
3134,3134,2004,41,10.0
3135,3135,2004,44,10.0
3136,3136,2004,47,10.0
3137,3137,2004,50,10.0
3138,3138,2004,53,10.0
3139,3139,2004,56,10.0
3140,3140,2004,59,10.0
3141,3141,2004,62,10.0
3142,3142,2004,65,10.0
3143,3143,2004,68,10.0
3144,3144,2004,71,10.0
3145,3145,2004,74,10.0
3146,3146,2004,77,10.0
3147,3147,2004,80,10.0
3148,3148,2004,83,10.0
3149,3149,2004,86,10.0
3150,3150,2004,89,10.0
3151,3151,2004,92,10.0
3152,3152,2004,95,10.0
3153,3153,2004,98,10.0
3154,3154,2004,101,10.0
3155,3155,2004,104,10.0
3156,3156,2004,107,10.0
3157,3157,2004,110,10.0
3158,3158,2004,113,10.0
3159,3159,2004,116,10.0
3160,3160,2004,119,10.0
3161,3161,2004,122,10.0
3162,3162,2004,125,10.0
3163,3163,2004,128,10.0
3164,3164,2004,131,10.0
3165,3165,2004,134,10.0
3166,3166,2004,137,10.0
3167,3167,2004,140,10.0
3168,3168,2004,143,10.0
3169,3169,2004,146,10.0
3170,3170,2004,149,10.0
3171,3171,2004,152,10.0
3172,3172,2004,155,10.0
3173,3173,2004,158,10.0
3174,3174,2004,161,10.0
3175,3175,2004,164,10.0
3176,3176,2004,167,10.0
3177,3177,2004,170,10.0
3178,3178,2004,173,10.0
3179,3179,2004,176,10.0
3180,3180,2004,179,10.0
3181,3181,2004,182,10.0
3182,3182,2004,185,10.0
3183,3183,2004,188,10.0
3184,3184,2004,191,10.0
3185,3185,2004,194,10.0
3186,3186,2004,197,10.0
3187,3187,2004,200,10.0
3188,3188,2004,203,10.0
3189,3189,2004,206,10.0
3190,3190,2004,209,10.0
3191,3191,2004,212,10.0
3192,3192,2004,215,10.0
3193,3193,2004,218,10.0
3194,3194,2004,221,10.0
3195,3195,2004,224,10.0
3196,3196,2004,227,10.0
3197,3197,2004,230,10.0
3198,3198,2004,233,10.0
3199,3199,2004,236,10.0
3200,3200,2004,239,10.0
3201,3201,2004,242,10.0
3202,3202,2004,245,10.0
3203,3203,2004,248,10.0
3204,3204,2004,251,10.0
3205,3205,2004,254,10.0
3206,3206,2004,257,10.0
3207,3207,2004,260,10.0
3208,3208,2004,263,10.0
3209,3209,2004,266,10.0
3210,3210,2004,269,10.0
3211,3211,2004,272,10.0
3212,3212,2004,275,10.0
3213,3213,2004,278,10.0
3214,3214,2004,281,10.0
3215,3215,2004,284,10.0
3216,3216,2004,287,10.0
3217,3217,2004,290,10.0
3218,3218,2004,293,10.0
3219,3219,2004,296,10.0
3220,3220,2004,299,10.0
3221,3221,2004,302,10.0
3222,3222,2004,305,10.0
3223,3223,2004,308,10.0
3224,3224,2004,311,10.0
3225,3225,2004,314,10.0
3226,3226,2004,317,10.0
3227,3227,2004,320,10.0
3228,3228,2004,323,10.0
3229,3229,2004,326,10.0
3230,3230,2004,329,10.0
3231,3231,2004,332,10.0
3232,3232,2004,335,10.0
3233,3233,2004,338,10.0
3234,3234,2004,341,10.0
3235,3235,2004,344,10.0
3236,3236,2004,347,10.0
3237,3237,2004,350,10.0
3238,3238,2004,353,10.0
3239,3239,2004,356,10.0
3240,3240,2004,361,10.0
3241,3241,2005,2,10.0
3242,3242,2005,5,10.0
3243,3243,2005,8,10.0
3244,3244,2005,11,10.0
3245,3245,2005,14,10.0
3246,3246,2005,17,10.0
3247,3247,2005,20,10.0
3248,3248,2005,23,10.0
3249,3249,2005,26,10.0
3250,3250,2005,29,10.0
3251,3251,2005,32,10.0
3252,3252,2005,35,10.0
3253,3253,2005,38,10.0
3254,3254,2005,41,10.0
3255,3255,2005,44,10.0
3256,3256,2005,47,10.0
3257,3257,2005,50,10.0
3258,3258,2005,53,10.0
3259,3259,2005,56,10.0
3260,3260,2005,59,10.0
3261,3261,2005,62,10.0
3262,3262,2005,65,10.0
3263,3263,2005,68,10.0
3264,3264,2005,71,10.0
3265,3265,2005,74,10.0
3266,3266,2005,77,10.0
3267,3267,2005,80,10.0
3268,3268,2005,83,10.0
3269,3269,2005,86,10.0
3270,3270,2005,89,10.0
3271,3271,2005,92,10.0
3272,3272,2005,95,10.0
3273,3273,2005,98,10.0
3274,3274,2005,101,10.0
3275,3275,2005,104,10.0
3276,3276,2005,107,10.0
3277,3277,2005,110,10.0
3278,3278,2005,113,10.0
3279,3279,2005,116,10.0
3280,3280,2005,119,10.0
3281,3281,2005,122,10.0
3282,3282,2005,125,10.0
3283,3283,2005,128,10.0
3284,3284,2005,131,10.0
3285,3285,2005,134,10.0
3286,3286,2005,137,10.0
3287,3287,2005,140,10.0
3288,3288,2005,143,10.0
3289,3289,2005,146,10.0
3290,3290,2005,149,10.0
3291,3291,2005,152,10.0
3292,3292,2005,155,10.0
3293,3293,2005,158,10.0
3294,3294,2005,161,10.0
3295,3295,2005,164,10.0
3296,3296,2005,167,10.0
3297,3297,2005,170,10.0
3298,3298,2005,173,10.0
3299,3299,2005,176,10.0
3300,3300,2005,179,10.0
3301,3301,2005,182,10.0
3302,3302,2005,185,10.0
3303,3303,2005,188,10.0
3304,3304,2005,191,10.0
3305,3305,2005,194,10.0
3306,3306,2005,197,10.0
3307,3307,2005,200,10.0
3308,3308,2005,203,10.0
3309,3309,2005,206,10.0
3310,3310,2005,209,10.0
3311,3311,2005,212,10.0
3312,3312,2005,215,10.0
3313,3313,2005,218,10.0
3314,3314,2005,221,10.0
3315,3315,2005,224,10.0
3316,3316,2005,227,10.0
3317,3317,2005,230,10.0
3318,3318,2005,233,10.0
3319,3319,2005,236,10.0
3320,3320,2005,239,10.0
3321,3321,2005,242,10.0
3322,3322,2005,245,10.0
3323,3323,2005,248,10.0
3324,3324,2005,251,10.0
3325,3325,2005,254,10.0
3326,3326,2005,257,10.0
3327,3327,2005,260,10.0
3328,3328,2005,263,10.0
3329,3329,2005,266,10.0
3330,3330,2005,269,10.0
3331,3331,2005,272,10.0
3332,3332,2005,275,10.0
3333,3333,2005,278,10.0
3334,3334,2005,281,10.0
3335,3335,2005,284,10.0
3336,3336,2005,287,10.0
3337,3337,2005,290,10.0
3338,3338,2005,293,10.0
3339,3339,2005,296,10.0
3340,3340,2005,299,10.0
3341,3341,2005,302,10.0
3342,3342,2005,305,10.0
3343,3343,2005,308,10.0
3344,3344,2005,311,10.0
3345,3345,2005,314,10.0
3346,3346,2005,317,10.0
3347,3347,2005,320,10.0
3348,3348,2005,323,10.0
3349,3349,2005,326,10.0
3350,3350,2005,329,10.0
3351,3351,2005,332,10.0
3352,3352,2005,335,10.0
3353,3353,2005,338,10.0
3354,3354,2005,341,10.0
3355,3355,2005,344,10.0
3356,3356,2005,347,10.0
3357,3357,2005,350,10.0
3358,3358,2005,353,10.0
3359,3359,2005,356,10.0
3360,3360,2005,360,10.0
3361,3361,2006,2,10.0
3362,3362,2006,5,10.0
3363,3363,2006,8,10.0
3364,3364,2006,11,10.0
3365,3365,2006,14,10.0
3366,3366,2006,17,10.0
3367,3367,2006,20,10.0
3368,3368,2006,23,10.0
3369,3369,2006,26,10.0
3370,3370,2006,29,10.0
3371,3371,2006,32,10.0
3372,3372,2006,35,10.0
3373,3373,2006,38,10.0
3374,3374,2006,41,10.0
3375,3375,2006,44,10.0
3376,3376,2006,47,10.0
3377,3377,2006,50,10.0
3378,3378,2006,53,10.0
3379,3379,2006,56,10.0
3380,3380,2006,59,10.0
3381,3381,2006,62,10.0
3382,3382,2006,65,10.0
3383,3383,2006,68,10.0
3384,3384,2006,71,10.0
3385,3385,2006,74,10.0
3386,3386,2006,77,10.0
3387,3387,2006,80,10.0
3388,3388,2006,83,10.0
3389,3389,2006,86,10.0
3390,3390,2006,89,10.0
3391,3391,2006,92,10.0
3392,3392,2006,95,10.0
3393,3393,2006,98,10.0
3394,3394,2006,101,10.0
3395,3395,2006,104,10.0
3396,3396,2006,107,10.0
3397,3397,2006,110,10.0
3398,3398,2006,113,10.0
3399,3399,2006,116,10.0
3400,3400,2006,119,10.0
3401,3401,2006,122,10.0
3402,3402,2006,125,10.0
3403,3403,2006,128,10.0
3404,3404,2006,131,10.0
3405,3405,2006,134,10.0
3406,3406,2006,137,10.0
3407,3407,2006,140,10.0
3408,3408,2006,143,10.0
3409,3409,2006,146,10.0
3410,3410,2006,149,10.0
3411,3411,2006,152,10.0
3412,3412,2006,155,10.0
3413,3413,2006,158,10.0
3414,3414,2006,161,10.0
3415,3415,2006,164,10.0
3416,3416,2006,167,10.0
3417,3417,2006,170,10.0
3418,3418,2006,173,10.0
3419,3419,2006,176,10.0
3420,3420,2006,179,10.0
3421,3421,2006,182,10.0
3422,3422,2006,185,10.0
3423,3423,2006,188,10.0
3424,3424,2006,191,10.0
3425,3425,2006,194,10.0
3426,3426,2006,197,10.0
3427,3427,2006,200,10.0
3428,3428,2006,203,10.0
3429,3429,2006,206,10.0
3430,3430,2006,209,10.0
3431,3431,2006,212,10.0
3432,3432,2006,215,10.0
3433,3433,2006,218,10.0
3434,3434,2006,221,10.0
3435,3435,2006,224,10.0
3436,3436,2006,227,10.0
3437,3437,2006,230,10.0
3438,3438,2006,233,10.0
3439,3439,2006,236,10.0
3440,3440,2006,239,10.0
3441,3441,2006,242,10.0
3442,3442,2006,245,10.0
3443,3443,2006,248,10.0
3444,3444,2006,251,10.0
3445,3445,2006,254,10.0
3446,3446,2006,257,10.0
3447,3447,2006,260,10.0
3448,3448,2006,263,10.0
3449,3449,2006,266,10.0
3450,3450,2006,269,10.0
3451,3451,2006,272,10.0
3452,3452,2006,275,10.0
3453,3453,2006,278,10.0
3454,3454,2006,281,10.0
3455,3455,2006,284,10.0
3456,3456,2006,287,10.0
3457,3457,2006,290,10.0
3458,3458,2006,293,10.0
3459,3459,2006,296,10.0
3460,3460,2006,299,10.0
3461,3461,2006,302,10.0
3462,3462,2006,305,10.0
3463,3463,2006,308,10.0
3464,3464,2006,311,10.0
3465,3465,2006,314,10.0
3466,3466,2006,317,10.0
3467,3467,2006,320,10.0
3468,3468,2006,323,10.0
3469,3469,2006,326,10.0
3470,3470,2006,329,10.0
3471,3471,2006,332,10.0
3472,3472,2006,335,10.0
3473,3473,2006,338,10.0
3474,3474,2006,341,10.0
3475,3475,2006,344,10.0
3476,3476,2006,347,10.0
3477,3477,2006,350,10.0
3478,3478,2006,353,10.0
3479,3479,2006,356,10.0
3480,3480,2006,360,10.0
3481,3481,2007,2,10.0
3482,3482,2007,5,10.0
3483,3483,2007,8,10.0
3484,3484,2007,11,10.0
3485,3485,2007,14,10.0
3486,3486,2007,17,10.0
3487,3487,2007,20,10.0
3488,3488,2007,23,10.0
3489,3489,2007,26,10.0
3490,3490,2007,29,10.0
3491,3491,2007,32,10.0
3492,3492,2007,35,10.0
3493,3493,2007,38,10.0
3494,3494,2007,41,10.0
3495,3495,2007,44,10.0
3496,3496,2007,47,10.0
3497,3497,2007,50,10.0
3498,3498,2007,53,10.0
3499,3499,2007,56,10.0
3500,3500,2007,59,10.0
3501,3501,2007,62,10.0
3502,3502,2007,65,10.0
3503,3503,2007,68,10.0
3504,3504,2007,71,10.0
3505,3505,2007,74,10.0
3506,3506,2007,77,10.0
3507,3507,2007,80,10.0
3508,3508,2007,83,10.0
3509,3509,2007,86,10.0
3510,3510,2007,89,10.0
3511,3511,2007,92,10.0
3512,3512,2007,95,10.0
3513,3513,2007,98,10.0
3514,3514,2007,101,10.0
3515,3515,2007,104,10.0
3516,3516,2007,107,10.0
3517,3517,2007,110,10.0
3518,3518,2007,113,10.0
3519,3519,2007,116,10.0
3520,3520,2007,119,10.0
3521,3521,2007,122,10.0
3522,3522,2007,125,10.0
3523,3523,2007,128,10.0
3524,3524,2007,131,10.0
3525,3525,2007,134,10.0
3526,3526,2007,137,10.0
3527,3527,2007,140,10.0
3528,3528,2007,143,10.0
3529,3529,2007,146,10.0
3530,3530,2007,149,10.0
3531,3531,2007,152,10.0
3532,3532,2007,155,10.0
3533,3533,2007,158,10.0
3534,3534,2007,161,10.0
3535,3535,2007,164,10.0
3536,3536,2007,167,10.0
3537,3537,2007,170,10.0
3538,3538,2007,173,10.0
3539,3539,2007,176,10.0
3540,3540,2007,179,10.0
3541,3541,2007,182,10.0
3542,3542,2007,185,10.0
3543,3543,2007,188,10.0
3544,3544,2007,191,10.0
3545,3545,2007,194,10.0
3546,3546,2007,197,10.0
3547,3547,2007,200,10.0
3548,3548,2007,203,10.0
3549,3549,2007,206,10.0
3550,3550,2007,209,10.0
3551,3551,2007,212,10.0
3552,3552,2007,215,10.0
3553,3553,2007,218,10.0
3554,3554,2007,221,10.0
3555,3555,2007,224,10.0
3556,3556,2007,227,10.0
3557,3557,2007,230,10.0
3558,3558,2007,233,10.0
3559,3559,2007,236,10.0
3560,3560,2007,239,10.0
3561,3561,2007,242,10.0
3562,3562,2007,245,10.0
3563,3563,2007,248,10.0
3564,3564,2007,251,10.0
3565,3565,2007,254,10.0
3566,3566,2007,257,10.0
3567,3567,2007,260,10.0
3568,3568,2007,263,10.0
3569,3569,2007,266,10.0
3570,3570,2007,269,10.0
3571,3571,2007,272,10.0
3572,3572,2007,275,10.0
3573,3573,2007,278,10.0
3574,3574,2007,281,10.0
3575,3575,2007,284,10.0
3576,3576,2007,287,10.0
3577,3577,2007,290,10.0
3578,3578,2007,293,10.0
3579,3579,2007,296,10.0
3580,3580,2007,299,10.0
3581,3581,2007,302,10.0
3582,3582,2007,305,10.0
3583,3583,2007,308,10.0
3584,3584,2007,311,10.0
3585,3585,2007,314,10.0
3586,3586,2007,317,10.0
3587,3587,2007,320,10.0
3588,3588,2007,323,10.0
3589,3589,2007,326,10.0
3590,3590,2007,329,10.0
3591,3591,2007,332,10.0
3592,3592,2007,335,10.0
3593,3593,2007,338,10.0
3594,3594,2007,341,10.0
3595,3595,2007,344,10.0
3596,3596,2007,347,10.0
3597,3597,2007,350,10.0
3598,3598,2007,353,10.0
3599,3599,2007,356,10.0
3600,3600,2007,360,10.0
3601,3601,2008,2,10.0
3602,3602,2008,5,10.0
3603,3603,2008,8,10.0
3604,3604,2008,11,10.0
3605,3605,2008,14,10.0
3606,3606,2008,17,10.0
3607,3607,2008,20,10.0
3608,3608,2008,23,10.0
3609,3609,2008,26,10.0
3610,3610,2008,29,10.0
3611,3611,2008,32,10.0
3612,3612,2008,35,10.0
3613,3613,2008,38,10.0
3614,3614,2008,41,10.0
3615,3615,2008,44,10.0
3616,3616,2008,47,10.0
3617,3617,2008,50,10.0
3618,3618,2008,53,10.0
3619,3619,2008,56,10.0
3620,3620,2008,59,10.0
3621,3621,2008,62,10.0
3622,3622,2008,65,10.0
3623,3623,2008,68,10.0
3624,3624,2008,71,10.0
3625,3625,2008,74,10.0
3626,3626,2008,77,10.0
3627,3627,2008,80,10.0
3628,3628,2008,83,10.0
3629,3629,2008,86,10.0
3630,3630,2008,89,10.0
3631,3631,2008,92,10.0
3632,3632,2008,95,10.0
3633,3633,2008,98,10.0
3634,3634,2008,101,10.0
3635,3635,2008,104,10.0
3636,3636,2008,107,10.0
3637,3637,2008,110,10.0
3638,3638,2008,113,10.0
3639,3639,2008,116,10.0
3640,3640,2008,119,10.0
3641,3641,2008,122,10.0
3642,3642,2008,125,10.0
3643,3643,2008,128,10.0
3644,3644,2008,131,10.0
3645,3645,2008,134,10.0
3646,3646,2008,137,10.0
3647,3647,2008,140,10.0
3648,3648,2008,143,10.0
3649,3649,2008,146,10.0
3650,3650,2008,149,10.0
3651,3651,2008,152,10.0
3652,3652,2008,155,10.0
3653,3653,2008,158,10.0
3654,3654,2008,161,10.0
3655,3655,2008,164,10.0
3656,3656,2008,167,10.0
3657,3657,2008,170,10.0
3658,3658,2008,173,10.0
3659,3659,2008,176,10.0
3660,3660,2008,179,10.0
3661,3661,2008,182,10.0
3662,3662,2008,185,10.0
3663,3663,2008,188,10.0
3664,3664,2008,191,10.0
3665,3665,2008,194,10.0
3666,3666,2008,197,10.0
3667,3667,2008,200,10.0
3668,3668,2008,203,10.0
3669,3669,2008,206,10.0
3670,3670,2008,209,10.0
3671,3671,2008,212,10.0
3672,3672,2008,215,10.0
3673,3673,2008,218,10.0
3674,3674,2008,221,10.0
3675,3675,2008,224,10.0
3676,3676,2008,227,10.0
3677,3677,2008,230,10.0
3678,3678,2008,233,10.0
3679,3679,2008,236,10.0
3680,3680,2008,239,10.0
3681,3681,2008,242,10.0
3682,3682,2008,245,10.0
3683,3683,2008,248,10.0
3684,3684,2008,251,10.0
3685,3685,2008,254,10.0
3686,3686,2008,257,10.0
3687,3687,2008,260,10.0
3688,3688,2008,263,10.0
3689,3689,2008,266,10.0
3690,3690,2008,269,10.0
3691,3691,2008,272,10.0
3692,3692,2008,275,10.0
3693,3693,2008,278,10.0
3694,3694,2008,281,10.0
3695,3695,2008,284,10.0
3696,3696,2008,287,10.0
3697,3697,2008,290,10.0
3698,3698,2008,293,10.0
3699,3699,2008,296,10.0
3700,3700,2008,299,10.0
3701,3701,2008,302,10.0
3702,3702,2008,305,10.0
3703,3703,2008,308,10.0
3704,3704,2008,311,10.0
3705,3705,2008,314,10.0
3706,3706,2008,317,10.0
3707,3707,2008,320,10.0
3708,3708,2008,323,10.0
3709,3709,2008,326,10.0
3710,3710,2008,329,10.0
3711,3711,2008,332,10.0
3712,3712,2008,335,10.0
3713,3713,2008,338,10.0
3714,3714,2008,341,10.0
3715,3715,2008,344,10.0
3716,3716,2008,347,10.0
3717,3717,2008,350,10.0
3718,3718,2008,353,10.0
3719,3719,2008,356,10.0
3720,3720,2008,361,10.0
3721,3721,2009,2,10.0
3722,3722,2009,5,10.0
3723,3723,2009,8,10.0
3724,3724,2009,11,10.0
3725,3725,2009,14,10.0
3726,3726,2009,17,10.0
3727,3727,2009,20,10.0
3728,3728,2009,23,10.0
3729,3729,2009,26,10.0
3730,3730,2009,29,10.0
3731,3731,2009,32,10.0
3732,3732,2009,35,10.0
3733,3733,2009,38,10.0
3734,3734,2009,41,10.0
3735,3735,2009,44,10.0
3736,3736,2009,47,10.0
3737,3737,2009,50,10.0
3738,3738,2009,53,10.0
3739,3739,2009,56,10.0
3740,3740,2009,59,10.0
3741,3741,2009,62,10.0
3742,3742,2009,65,10.0
3743,3743,2009,68,10.0
3744,3744,2009,71,10.0
3745,3745,2009,74,10.0
3746,3746,2009,77,10.0
3747,3747,2009,80,10.0
3748,3748,2009,83,10.0
3749,3749,2009,86,10.0
3750,3750,2009,89,10.0
3751,3751,2009,92,10.0
3752,3752,2009,95,10.0
3753,3753,2009,98,10.0
3754,3754,2009,101,10.0
3755,3755,2009,104,10.0
3756,3756,2009,107,10.0
3757,3757,2009,110,10.0
3758,3758,2009,113,10.0
3759,3759,2009,116,10.0
3760,3760,2009,119,10.0
3761,3761,2009,122,10.0
3762,3762,2009,125,10.0
3763,3763,2009,128,10.0
3764,3764,2009,131,10.0
3765,3765,2009,134,10.0
3766,3766,2009,137,10.0
3767,3767,2009,140,10.0
3768,3768,2009,143,10.0
3769,3769,2009,146,10.0
3770,3770,2009,149,10.0
3771,3771,2009,152,10.0
3772,3772,2009,155,10.0
3773,3773,2009,158,10.0
3774,3774,2009,161,10.0
3775,3775,2009,164,10.0
3776,3776,2009,167,10.0
3777,3777,2009,170,10.0
3778,3778,2009,173,10.0
3779,3779,2009,176,10.0
3780,3780,2009,179,10.0
3781,3781,2009,182,10.0
3782,3782,2009,185,10.0
3783,3783,2009,188,10.0
3784,3784,2009,191,10.0
3785,3785,2009,194,10.0
3786,3786,2009,197,10.0
3787,3787,2009,200,10.0
3788,3788,2009,203,10.0
3789,3789,2009,206,10.0
3790,3790,2009,209,10.0
3791,3791,2009,212,10.0
3792,3792,2009,215,10.0
3793,3793,2009,218,10.0
3794,3794,2009,221,10.0
3795,3795,2009,224,10.0
3796,3796,2009,227,10.0
3797,3797,2009,230,10.0
3798,3798,2009,233,10.0
3799,3799,2009,236,10.0
3800,3800,2009,239,10.0
3801,3801,2009,242,10.0
3802,3802,2009,245,10.0
3803,3803,2009,248,10.0
3804,3804,2009,251,10.0
3805,3805,2009,254,10.0
3806,3806,2009,257,10.0
3807,3807,2009,260,10.0
3808,3808,2009,263,10.0
3809,3809,2009,266,10.0
3810,3810,2009,269,10.0
3811,3811,2009,272,10.0
3812,3812,2009,275,10.0
3813,3813,2009,278,10.0
3814,3814,2009,281,10.0
3815,3815,2009,284,10.0
3816,3816,2009,287,10.0
3817,3817,2009,290,10.0
3818,3818,2009,293,10.0
3819,3819,2009,296,10.0
3820,3820,2009,299,10.0
3821,3821,2009,302,10.0
3822,3822,2009,305,10.0
3823,3823,2009,308,10.0
3824,3824,2009,311,10.0
3825,3825,2009,314,10.0
3826,3826,2009,317,10.0
3827,3827,2009,320,10.0
3828,3828,2009,323,10.0
3829,3829,2009,326,10.0
3830,3830,2009,329,10.0
3831,3831,2009,332,10.0
3832,3832,2009,335,10.0
3833,3833,2009,338,10.0
3834,3834,2009,341,10.0
3835,3835,2009,344,10.0
3836,3836,2009,347,10.0
3837,3837,2009,350,10.0
3838,3838,2009,353,10.0
3839,3839,2009,356,10.0
3840,3840,2009,360,10.0
3841,3841,2010,2,10.0
3842,3842,2010,5,10.0
3843,3843,2010,8,10.0
3844,3844,2010,11,10.0
3845,3845,2010,14,10.0
3846,3846,2010,17,10.0
3847,3847,2010,20,10.0
3848,3848,2010,23,10.0
3849,3849,2010,26,10.0
3850,3850,2010,29,10.0
