Cruise,Date.Time,DayOfYear,Station,Lat,Lon,Depth.Bottom,SampleNum,Pressure,Temperature,Salinity,DO2,MLD_bvfnoSmooth,bvf_noSmooth,Chlorophyll,Nitrate_plus_Nitrite,Silicate,Diatoms1,Diatoms2,Prasinophytes,Cryptophytes,Dinoflagellates,Haptophytes,Dictyochophytes,Raphidophytes,Cyanobacteria,TchlA,total diatoms,chlidea,Me-chlide a,sum,ratio,Total cells/ml,Total autrophs/ml,centric diatoms,pennate diatoms,prasinophytes,cryptophytes,auto dinoflagellates,prymnesiophytes,dictyochophytes,raphidophytes,chlorophytes,euglenophytes,UID autotroph,unidentified dinoflagellates,unidentified flagellates,Dominant Species,sdomain,ecospace_closest_lat,ecospace_closest_lon,closest_ecospace_time,PP1-DIA,PP2-NAN,PP3-PIC,PZ1-CIL,PZ2-DIN,ssc-DIA,ssc-FLA,ssc-CIL
2019-016,2019-04-12 02:17:00,102,63,48.242,-122.976,157.0,380,2.0,9.43,31.12,6.21,119.0,0.000255474,1.96,11.79,20.37,0.69,0.1,0.05,0.24,0.05,0.2,0.01,0.0,0.0,1.33,0.79,0.062,0.077,0.138,0.104,,,,,,,,,,,,,,,,,,-999.0,-999.0,2018-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.48856228590011597,0.06696748733520508,0.15324626863002777
2019-016,2019-04-12 03:35:00,102,62,48.38,-123.043,148.0,391,2.7,8.99,30.98,5.89,138.0,0.000244836,0.81,17,29.68,0.53,0.07,0.02,0.11,0.02,0.11,0.01,0.0,0.0,0.86,0.6,0.021,0.025,0.046,0.054,,,,,,,,,,,,,,,,,,-999.0,-999.0,2018-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.48856228590011597,0.06696748733520508,0.15324626863002777
2019-016,2019-04-12 11:58:00,102,SC04,48.725,-123.417,98.0,394,2.3,8.8,29.84,6.49,38.0,0.000398991,5.7,14.84,26.86,3.49,0.46,0.0,0.08,0.02,0.0,0.0,0.0,0.01,4.06,3.95,0.158,0.344,0.502,0.124,1645,1212.0,1012.0,67.0,0.0,8.0,8.0,0.0,4.0,0.0,0.0,4.0,108.0,12.0,421.0,Chaetoceros sp.,SGI,48.72222900390625,-123.41032409667967,2018-12-25 00:00:00,2.02123141288757,1.14612817764282,0.127241238951683,0.013393628410995,0.311116009950638,0.48856228590011597,0.06696748733520508,0.15324626863002777
2019-044,2019-04-29 21:50:00,120,GEO1,49.25,-123.756,406.0,9,1.3,10.35,29.08,6.81,9.0,0.000258446,7.21,10.61,28.92,5.73,0.71,0.49,0.29,0.04,0.0,0.05,0.01,0.02,7.34,6.44,0.138,0.036,0.174,0.024,,,,,,,,,,,,,,,,,SGS,49.2464714050293,-123.75408935546876,2018-12-25 00:00:00,1.44066452980042,0.825921595096588,0.1097511947155,0.156033918261528,0.167513832449913,5.860171794891357,0.19992239773273468,0.21634958684444427
2019-044,2019-04-30 14:59:00,121,39,49.163,-123.548,377.0,10,1.1,10.33,28.57,5.98,31.0,0.000640679,11.84,6.18,21.32,9.01,1.22,0.3,0.63,0.23,0.0,0.07,0.01,0.0,11.47,10.23,0.27,0.253,0.523,0.046,,,,,,,,,,,,,,,,,SGS,49.16848373413086,-123.54464721679688,2018-12-25 00:00:00,1.18593096733093,0.715707838535309,0.106553122401237,0.140936121344566,0.136588469147682,9.762142181396484,0.22051817178726196,0.2376207560300827
2019-044,2019-04-30 18:12:00,121,27,49.318,-123.801,348.0,11,1.0,10.38,29.1,7.51,8.0,0.000467159,15.09,8.86,30.28,12.42,1.61,0.21,0.35,0.0,0.0,0.06,0.09,0.02,14.75,14.02,0.914,0.374,1.289,0.087,5242,4892.0,3672.0,466.0,50.0,183.0,25.0,275.0,4.0,4.0,0.0,4.0,208.0,42.0,308.0,Chaetoceros spp,SGS,49.32265853881836,-123.79879760742188,2018-12-25 00:00:00,1.19554972648621,0.702842772006989,0.0963006541132927,0.116132102906704,0.120874181389809,9.762142181396484,0.22051817178726196,0.2376207560300827
2019-044,2019-05-01 00:01:00,121,22,49.669,-124.272,355.0,12,1.3,10.95,28.41,7.33,9.0,0.001008068,13.49,2.26,25.44,10.85,1.11,0.21,0.66,0.08,0.0,0.0,0.0,0.03,12.94,11.96,0.986,0.213,1.199,0.093,13494,13231.0,12245.0,637.0,0.0,87.0,12.0,8.0,33.0,4.0,21.0,0.0,183.0,75.0,187.0,Chaetoceros socialis,SGS,49.67061996459961,-124.27959442138672,2018-12-25 00:00:00,1.18059766292572,0.713770985603333,0.104131057858467,0.148843690752983,0.14044152200222,1.050581693649292,0.26171356439590454,0.29321524500846863
2019-044,2019-05-01 16:36:00,122,12,49.727,-124.68,356.0,13,0.9,10.56,29.31,6.48,19.0,0.000315426,2.57,12.8,34.93,0.38,0.1,0.26,0.99,0.27,0.59,0.08,0.01,0.06,2.73,0.47,0.012,0.0,0.012,0.004,1961,1307.0,33.0,17.0,67.0,508.0,233.0,87.0,12.0,37.0,4.0,0.0,308.0,29.0,625.0,Heterocapsa rotunda/small flags,SGN,49.727420806884766,-124.67367553710936,2018-12-25 00:00:00,1.31929731369019,0.765748202800751,0.0537077225744724,0.0156119680032134,0.133104890584946,1.050581693649292,0.26171356439590454,0.29321524500846863
2019-044,2019-05-01 18:31:00,122,9,49.591,-124.638,168.0,15,0.9,10.79,29.36,6.5,29.0,0.00031222,2.22,13.42,35.05,0.12,0.02,0.16,1.11,0.23,0.35,0.05,0.0,0.07,2.12,0.14,0.0,0.004,0.004,0.002,,,,,,,,,,,,,,,,,SGN,49.58761596679688,-124.63603973388672,2018-12-25 00:00:00,1.55480825901031,0.890935957431793,0.0800401791930199,0.0698876231908798,0.195101544260979,1.050581693649292,0.26171356439590454,0.29321524500846863
2019-044,2019-05-01 19:38:00,122,6,49.51,-124.463,192.0,16,1.1,10.42,29.35,7.22,41.0,0.000273703,2.76,9.17,27.55,0.0,0.0,0.43,1.69,0.11,0.14,0.04,0.0,0.07,2.47,0.0,0.006,0.0,0.006,0.002,,,,,,,,,,,,,,,,,SGN,49.510208129882805,-124.46824645996092,2018-12-25 00:00:00,1.42343258857727,0.833495616912842,0.0926863849163055,0.0643903985619545,0.165062367916107,1.050581693649292,0.26171356439590454,0.29321524500846863
2019-044,2019-05-01 22:24:00,122,BS11,49.483,-124.767,59.0,26,1.3,12.89,28.24,9.45,2.0,0.002437664,2.57,0.09,8.18,1.33,0.0,0.07,0.53,0.03,0.02,0.01,0.0,0.14,2.13,1.33,0.088,0.025,0.113,0.053,6836,6591.0,6245.0,67.0,8.0,83.0,62.0,4.0,4.0,0.0,0.0,0.0,117.0,58.0,187.0,Chaetoceros socialis,SGN,49.4783592224121,-124.76728057861328,2018-12-25 00:00:00,1.36708736419678,0.805539846420288,0.119079291820526,0.185534000396729,0.184686899185181,1.050581693649292,0.26171356439590454,0.29321524500846863
2019-044,2019-05-02 14:45:00,123,3,49.443,-124.338,324.0,27,1.9,10.88,29.06,8.28,9.0,0.000738378,16.73,1.95,15.48,13.24,1.97,0.3,0.33,0.16,0.0,0.04,0.02,0.03,16.1,15.21,1.098,0.257,1.355,0.084,,,,,,,,,,,,,,,,,SGS,49.45061111450195,-124.3359603881836,2018-12-25 00:00:00,1.3553900718689,0.806492209434509,0.106446631252766,0.139897182583809,0.173048660159111,5.839986801147461,0.24833641946315765,0.2441738247871399
2019-044,2019-05-02 15:51:00,123,2,49.401,-124.155,278.0,28,1.2,10.88,28.85,8.57,5.0,0.00072343,18.31,0.25,16.41,14.1,2.48,0.29,0.22,0.14,0.0,0.02,0.0,0.07,17.32,16.58,1.927,0.496,2.422,0.14,14447,14043.0,12969.0,687.0,4.0,146.0,4.0,12.0,0.0,0.0,21.0,0.0,200.0,79.0,325.0,Chaetoceros socialis,SGS,49.407962799072266,-124.15697479248045,2018-12-25 00:00:00,1.3260782957077,0.788195490837097,0.099745899438858,0.120439738035202,0.160530924797058,5.839986801147461,0.24833641946315765,0.2441738247871399
2019-044,2019-05-02 21:52:00,123,42,49.073,-123.318,85.0,29,1.9,12.2,19.57,7.23,3.0,0.006933533,10.73,2.89,43.17,9.02,0.33,0.3,2.09,0.22,0.0,0.0,0.03,0.02,12.01,9.35,0.316,0.209,0.525,0.044,2885,2844.0,2344.0,67.0,33.0,321.0,37.0,0.0,21.0,0.0,0.0,4.0,17.0,37.0,4.0,Skeletonema/Chaetoceros,SGS,49.06686019897461,-123.31491088867188,2018-12-25 00:00:00,1.62748742103577,0.884914338588715,0.116128548979759,0.0657943785190582,0.193039029836655,5.839986801147461,0.24833641946315765,0.2441738247871399
2019-044,2019-05-02 23:48:00,123,46,48.857,-123.18,179.0,31,1.0,11.31,27.19,8.71,3.0,0.0013455,14.26,0.53,10.99,14.52,1.49,0.24,0.68,0.11,0.0,0.02,0.0,0.0,17.07,16.01,1.213,0.58,1.793,0.105,,,,,,,,,,,,,,,,,SGI,48.85482025146485,-123.17511749267578,2018-12-25 00:00:00,1.87642049789429,1.05853748321533,0.134503066539764,0.198943555355072,0.292159765958786,5.839986801147461,0.24833641946315765,0.2441738247871399
2019-044,2019-05-03 15:40:00,124,56,48.772,-123.03,209.0,39,1.2,9.7,29.13,6.0,58.0,0.00071708,6.54,14.18,30.57,5.98,0.58,0.09,0.16,0.12,0.0,0.04,0.03,0.0,6.99,6.56,0.187,0.307,0.493,0.071,,,,,,,,,,,,,,,,,SGI,48.77114868164063,-123.0221481323242,2018-12-25 00:00:00,0.823864936828613,0.54549914598465,0.0769329220056534,1.95493848877959e-05,0.0322004370391369,2.1549651622772217,0.1760426014661789,0.23312486708164215
2019-044,2019-05-03 17:18:00,124,59,48.616,-123.249,233.0,40,1.4,9.71,29.5,6.02,123.0,0.000267717,4.39,15.1,30.14,3.97,0.26,0.08,0.27,0.08,0.0,0.01,0.01,0.01,4.69,4.24,0.094,0.106,0.2,0.043,,,,,,,,,,,,,,,,,SGI,48.60906219482422,-123.253173828125,2018-12-25 00:00:00,0.496817409992218,0.318444788455963,0.0726829245686531,1.63465904279292e-06,0.00974122807383537,2.1549651622772217,0.1760426014661789,0.23312486708164215
2019-044,2019-05-03 19:38:00,124,SC04,48.725,-123.433,84.0,41,0.8,10.57,28.89,7.26,64.0,0.000700063,9.87,10.52,26.95,9.24,0.29,0.16,1.01,0.14,0.0,0.0,0.02,0.01,10.87,9.53,0.269,0.181,0.45,0.041,4088,3955.0,3347.0,225.0,29.0,196.0,96.0,0.0,8.0,4.0,0.0,4.0,46.0,29.0,104.0,Chaetoceros socialis,SGS,48.72834396362305,-123.43595886230467,2018-12-25 00:00:00,1.53086471557617,0.846502423286438,0.0770319625735283,0.000468664075015113,0.145801365375519,2.1549651622772217,0.1760426014661789,0.23312486708164215
2019-005,2019-05-22 20:33:00,143,59,48.613,-123.246,226.0,11,1.9,9.97,30.57,4.86,106.0,0.000181635,0.44,19.74,36.05,0.06,0.02,0.01,0.2,0.01,0.03,0.01,0.0,0.0,0.34,0.09,0.004,0.0,0.004,0.011,,,,,,,,,,,,,,,,,SGI,48.614791870117195,-123.23755645751952,2018-12-25 00:00:00,0.208890944719315,0.16282744705677,0.0534511506557465,1.3441617738863e-06,0.00136814475990832,0.7317209839820862,0.06430663913488388,0.13121533393859863
2019-005,2019-05-23 05:00:00,143,42,49.03,-123.436,320.5,22,1.9,13.34,15.47,6.77,6.0,0.009843311,1.3,7.78,46.16,0.0,0.0,0.03,0.82,0.0,0.4,0.0,0.0,0.0,1.25,0.0,0.01,0.019,0.029,0.023,799,714.0,14.0,19.0,21.0,390.0,2.0,86.0,21.0,7.0,7.0,0.0,145.0,19.0,67.0,Telaulax spp.,SGS,49.02141189575195,-123.43959808349608,2018-12-25 00:00:00,1.50177776813507,0.866705775260925,0.127081260085106,0.22577466070652,0.204414203763008,1.0160123109817505,0.2282828390598297,0.4073896110057831
2019-005,2019-05-23 09:08:00,143,GEO1,49.25,-123.748,402.5,33,2.2,14.96,24.33,6.74,7.0,0.004263203,1.91,2.38,26.65,0.0,0.0,0.12,0.53,0.0,1.18,0.0,0.0,0.0,1.84,0.0,0.015,0.0,0.015,0.008,,,,,,,,,,,,,,,,,SGS,49.2464714050293,-123.75408935546876,2018-12-25 00:00:00,1.44066452980042,0.825921595096588,0.1097511947155,0.156033918261528,0.167513832449913,1.0160123109817505,0.2282828390598297,0.4073896110057831
2019-005,2019-05-23 12:01:00,144,CPF1,49.364,-124.083,236.5,36,2.5,14.96,24.44,7.17,6.0,0.004319576,1.71,0.38,23.06,0.0,0.0,0.03,0.0,0.0,1.63,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGS,49.36053085327149,-124.07574462890624,2018-12-25 00:00:00,1.30268001556396,0.772989809513092,0.0846647620201111,0.097888670861721,0.148331567645073,1.0160123109817505,0.2282828390598297,0.4073896110057831
2019-005,2019-05-23 15:35:00,144,22,49.67,-124.267,353.5,57,2.3,14.24,27.0,6.85,15.0,0.001648606,2.18,1.01,13.91,0.0,0.0,0.08,1.36,0.01,0.64,0.0,0.0,0.0,2.1,0.0,0.01,0.0,0.01,0.005,3547,3243.0,25.0,12.0,25.0,2173.0,37.0,425.0,75.0,12.0,4.0,0.0,454.0,50.0,254.0,mixed cryptophytes,SGS,49.67622756958008,-124.26406860351562,2018-12-25 00:00:00,1.14381921291351,0.693423867225647,0.0995003655552864,0.144619360566139,0.131727516651154,1.0160123109817505,0.2282828390598297,0.4073896110057831
2019-005,2019-05-23 20:02:00,144,CPF2,49.467,-124.5,324.5,61,2.3,14.17,28.25,7.0,10.0,0.001550221,1.9,0.33,12.84,0.0,0.0,0.11,1.22,0.0,0.54,0.0,0.0,0.01,1.88,0.0,0.021,0.016,0.036,0.019,2727,2644.0,316.0,25.0,25.0,1636.0,0.0,158.0,4.0,0.0,8.0,0.0,470.0,25.0,58.0,mixed cryptophytes,SGN,49.4697494506836,-124.4948959350586,2018-12-25 00:00:00,1.6770259141922,0.956443607807159,0.0839653015136719,0.113109670579433,0.233333379030228,1.0160123109817505,0.2282828390598297,0.4073896110057831
2019-005,2019-05-23 22:27:00,144,12,49.726,-124.678,357.0,65,2.3,13.56,29.03,7.0,8.0,0.000723486,0.89,1.33,11.08,0.0,0.0,0.02,0.53,0.02,0.2,0.0,0.0,0.02,0.8,0.0,0.003,0.002,0.005,0.006,3247,2719.0,1599.0,387.0,67.0,175.0,8.0,117.0,4.0,0.0,8.0,0.0,354.0,50.0,479.0,Chaetoceros/Bacteriastrum,SGN,49.727420806884766,-124.67367553710936,2018-12-25 00:00:00,1.31929731369019,0.765748202800751,0.0537077225744724,0.0156119680032134,0.133104890584946,1.0160123109817505,0.2282828390598297,0.4073896110057831
2019-050,2019-06-02 23:24:00,154,SI,48.65,-123.499,150.0,9,1.3,15.94,28.63,9.1,4.0,0.002541404,4.41,0.45,24.01,1.04,0.0,0.12,0.72,2.2,0.0,0.03,0.01,0.01,4.15,1.04,0.275,0.033,0.308,0.074,,,,,,,,,,,,,,,,,SGS,48.646530151367195,-123.4894790649414,2018-12-25 00:00:00,,,,,,0.07553789019584656,1.9039958715438843,0.8965818285942078
2019-050,2019-06-03 03:36:00,154,59,48.63,-123.243,231.0,23,1.9,10.24,30.74,4.72,141.0,0.000147817,1.7,20.32,38.22,0.66,0.06,0.19,0.38,0.19,0.05,0.01,0.07,0.0,1.61,0.72,0.027,0.0,0.027,0.017,1524,1295.0,812.0,83.0,50.0,246.0,17.0,17.0,0.0,0.0,0.0,4.0,67.0,46.0,183.0,Chaetoceros spp.  ,SGI,48.62664794921875,-123.2475814819336,2018-12-25 00:00:00,0.41770151257515,0.260240614414215,0.0173225197941065,1.50070002291613e-06,0.00676700193434954,4.537562847137451,0.19055835902690887,0.1679622083902359
2019-050,2019-06-03 15:13:00,155,102,48.5,-124.741,255.0,39,2.3,10.94,31.26,6.01,33.0,0.000784849,3.76,18.64,36.85,0.42,0.35,0.56,1.19,0.93,0.16,0.07,0.06,0.0,3.74,0.77,0.017,0.0,0.017,0.005,2581,1749.0,117.0,71.0,58.0,787.0,362.0,33.0,50.0,4.0,54.0,8.0,204.0,150.0,683.0,Heterocapsa rotundata/cryptophytes,,-999.0,-999.0,2018-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,4.537562847137451,0.19055835902690887,0.1679622083902359
2019-050,2019-06-03 18:22:00,155,75,48.473,-124.543,215.0,53,2.1,10.82,31.41,5.72,80.0,0.000335883,2.34,19.7,37.23,0.57,0.25,0.49,0.7,0.32,0.14,0.03,0.03,0.0,2.54,0.81,0.026,0.0,0.026,0.01,,,,,,,,,,,,,,,,,,-999.0,-999.0,2018-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,4.537562847137451,0.19055835902690887,0.1679622083902359
2019-050,2019-06-03 22:56:00,155,72,48.31,-124.066,187.0,66,1.9,10.6,31.47,5.55,45.0,0.000499602,2.52,21.19,38.53,0.36,0.17,0.48,0.75,0.6,0.09,0.02,0.16,0.0,2.64,0.53,0.015,0.0,0.015,0.006,1490,1120.0,33.0,46.0,108.0,475.0,250.0,37.0,12.0,21.0,8.0,4.0,125.0,50.0,321.0,Heterocapsa rotundata/cryptophytes,,-999.0,-999.0,2018-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,4.537562847137451,0.19055835902690887,0.1679622083902359
2019-050,2019-06-04 01:52:00,155,69,48.259,-123.718,177.0,79,2.0,9.62,31.75,4.65,12.0,0.000237307,1.18,23.71,41.02,0.25,0.09,0.24,0.33,0.19,0.04,0.01,0.07,0.0,1.23,0.33,0.004,0.0,0.004,0.003,,,,,,,,,,,,,,,,,,-999.0,-999.0,2018-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.8116775155067444,0.6558053493499756,0.3496958017349243
2019-050,2019-06-04 05:41:00,155,ADCP,48.234,-123.299,121.0,89,2.2,10.46,31.15,5.38,27.0,0.000557417,1.84,20.81,38.12,0.25,0.1,0.36,0.52,0.4,0.07,0.01,0.12,0.0,1.84,0.36,0.021,0.0,0.021,0.011,1557,1024.0,83.0,33.0,100.0,421.0,225.0,17.0,29.0,8.0,4.0,8.0,96.0,46.0,487.0,Heterocapsa rotundata/small flags,,-999.0,-999.0,2018-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.8116775155067444,0.6558053493499756,0.3496958017349243
2019-050,2019-06-04 09:08:00,155,65,48.266,-123.16,125.0,99,1.8,10.29,31.07,5.27,32.0,0.000411691,1.3,20.41,37.54,0.19,0.1,0.21,0.38,0.23,0.04,0.01,0.05,0.0,1.21,0.28,0.01,0.0,0.01,0.008,,,,,,,,,,,,,,,,,,-999.0,-999.0,2018-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.8116775155067444,0.6558053493499756,0.3496958017349243
2019-050,2019-06-04 11:14:00,155,63,48.237,-122.973,143.0,103,2.1,10.41,30.9,5.51,56.0,0.000334735,4.4,18.39,35.93,2.16,0.12,0.14,0.35,0.21,0.08,0.03,0.03,0.0,3.12,2.28,0.066,0.132,0.198,0.063,1453,1012.0,408.0,133.0,21.0,241.0,75.0,21.0,4.0,4.0,17.0,0.0,87.0,33.0,408.0,Chaetoceros/Pseudo-nitzschia,,-999.0,-999.0,2018-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.8116775155067444,0.6558053493499756,0.3496958017349243
2019-050,2019-06-04 12:45:00,156,62,48.38,-123.045,300.0,114,2.0,10.22,31.01,5.18,63.0,0.000257939,2.04,20.67,37.97,0.62,0.12,0.19,0.45,0.24,0.02,0.02,0.03,0.0,1.7,0.74,0.022,0.035,0.058,0.034,,,,,,,,,,,,,,,,,,-999.0,-999.0,2018-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.8116775155067444,0.6558053493499756,0.3496958017349243
2019-050,2019-06-04 22:33:00,156,56,48.775,-123.026,205.0,128,1.7,10.44,30.09,4.78,42.0,0.000270601,0.97,19.77,38.25,0.28,0.03,0.12,0.28,0.1,0.03,0.01,0.14,0.0,1.0,0.31,0.007,0.0,0.007,0.007,653,364.0,21.0,16.0,21.0,214.0,24.0,6.0,3.0,11.0,4.0,0.0,43.0,30.0,259.0,cryptophytes/small flags,SGI,48.77114868164063,-123.0221481323242,2018-12-25 00:00:00,0.823864936828613,0.54549914598465,0.0769329220056534,1.95493848877959e-05,0.0322004370391369,0.8116775155067444,0.6558053493499756,0.3496958017349243
2019-050,2019-06-05 04:30:00,156,43,48.857,-123.18,179.0,140,2.1,13.92,26.26,6.38,5.0,0.002021808,1.07,6.31,27.23,0.19,0.07,0.25,0.55,0.04,0.03,0.0,0.06,0.01,1.19,0.26,0.003,0.0,0.003,0.003,,,,,,,,,,,,,,,,,SGI,48.85482025146485,-123.17511749267578,2018-12-25 00:00:00,1.87642049789429,1.05853748321533,0.134503066539764,0.198943555355072,0.292159765958786,0.09090588241815567,0.958564817905426,0.3224060535430908
2019-050,2019-06-05 07:59:00,156,42,49.032,-123.434,317.0,157,2.0,15.05,21.09,6.56,6.0,0.00510233,1.04,,,0.23,0.04,0.22,0.37,0.04,0.07,0.0,0.14,0.01,1.12,0.27,0.003,0.0,0.003,0.003,595,386.0,70.0,4.0,11.0,199.0,3.0,6.0,3.0,34.0,11.0,1.0,42.0,6.0,203.0,crypotophytes/Heterosigma ,SGS,49.03889083862305,-123.43406677246092,2018-12-25 00:00:00,1.48599493503571,0.859566986560822,0.127014204859734,0.22199584543705,0.201874613761902,0.09090588241815567,0.958564817905426,0.3224060535430908
2019-050,2019-06-05 13:36:00,157,39,49.165,-123.55,374.0,174,1.7,16.15,15.73,6.86,7.0,0.009726314,3.1,3.01,51.17,0.79,0.0,0.31,1.07,0.23,0.2,0.0,0.42,0.01,3.04,0.79,0.0,0.01,0.01,0.003,,,,,,,,,,,,,,,,,SGS,49.16848373413086,-123.54464721679688,2018-12-25 00:00:00,1.18593096733093,0.715707838535309,0.106553122401237,0.140936121344566,0.136588469147682,0.09090588241815567,0.958564817905426,0.3224060535430908
2019-050,2019-06-05 17:12:00,157,GEO1,49.25,-123.748,401.0,178,1.9,15.83,25.91,6.77,4.0,0.004030686,1.45,0.69,26.16,0.23,0.04,0.29,0.52,0.18,0.2,0.03,0.16,0.09,1.72,0.27,0.009,0.0,0.009,0.005,,,,,,,,,,,,,,,,,SGS,49.2464714050293,-123.75408935546876,2018-12-25 00:00:00,1.44066452980042,0.825921595096588,0.1097511947155,0.156033918261528,0.167513832449913,0.09090588241815567,0.958564817905426,0.3224060535430908
2019-050,2019-06-05 19:19:00,157,27,49.318,-123.802,343.0,195,2.0,16.23,24.67,6.64,7.0,0.004035182,2.01,,,0.19,0.03,0.48,0.64,0.33,0.32,0.04,0.25,0.1,2.39,0.22,0.013,0.0,0.013,0.005,1948,1124.0,37.0,8.0,117.0,683.0,79.0,42.0,17.0,4.0,8.0,4.0,125.0,46.0,779.0,cryptophytes/small flags,SGS,49.32265853881836,-123.79879760742188,2018-12-25 00:00:00,1.19554972648621,0.702842772006989,0.0963006541132927,0.116132102906704,0.120874181389809,0.09090588241815567,0.958564817905426,0.3224060535430908
2019-050,2019-06-06 01:07:00,157,24,49.506,-124.102,426.0,199,1.9,16.3,21.71,6.8,10.0,0.006291211,4.44,0.51,34.58,1.32,0.0,0.94,1.12,0.91,0.44,0.04,0.85,0.04,5.66,1.32,0.022,0.0,0.022,0.004,,,,,,,,,,,,,,,,,SGS,49.50614547729492,-124.09828948974608,2018-12-25 00:00:00,1.19992303848267,0.720758497714996,0.105710804462433,0.139868438243866,0.140287205576897,0.003142140805721283,0.45286327600479126,0.3519042134284973
2019-050,2019-06-06 02:40:00,157,2,49.402,-124.155,278.0,214,1.9,16.26,27.49,6.57,10.0,0.002088715,1.68,0.16,18.77,0.03,0.08,0.4,0.54,0.07,0.52,0.05,0.11,0.07,1.87,0.11,0.0,0.0,0.0,0.0,1636,895.0,25.0,17.0,33.0,479.0,0.0,46.0,42.0,21.0,0.0,0.0,233.0,25.0,716.0,cryptophytes/small flags,SGS,49.407962799072266,-124.15697479248045,2018-12-25 00:00:00,1.3260782957077,0.788195490837097,0.099745899438858,0.120439738035202,0.160530924797058,0.003142140805721283,0.45286327600479126,0.3519042134284973
2019-050,2019-06-06 04:03:00,157,CPF1,49.366,-124.084,244.0,218,2.3,16.33,27.47,6.47,12.0,0.002110039,1.09,0.14,18.61,0.0,0.0,0.12,0.34,0.04,0.54,0.03,0.0,0.06,1.12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGS,49.37228393554688,-124.08576965332033,2018-12-25 00:00:00,1.29108440876007,0.768274784088135,0.0841183066368103,0.101179905235767,0.147176593542099,0.003142140805721283,0.45286327600479126,0.3519042134284973
2019-050,2019-06-06 06:35:00,157,3,49.443,-124.335,320.0,234,1.9,15.97,25.78,6.46,5.0,0.002669417,1.96,0.23,20.77,0.09,0.15,0.45,0.64,0.04,0.46,0.04,0.14,0.03,2.04,0.24,0.006,0.0,0.006,0.003,,,,,,,,,,,,,,,,,SGS,49.438861846923835,-124.3259506225586,2018-12-25 00:00:00,1.38538825511932,0.822471261024475,0.0969519689679146,0.126135528087616,0.179064869880676,0.003142140805721283,0.45286327600479126,0.3519042134284973
2019-050,2019-06-06 09:02:00,157,6,49.51,-124.463,192.0,247,2.0,15.43,28.44,6.73,13.0,0.001255993,1.58,0.1,18.93,0.0,0.04,0.3,0.59,0.05,0.45,0.04,0.03,0.03,1.53,0.04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGN,49.510208129882805,-124.46824645996092,2018-12-25 00:00:00,1.42343258857727,0.833495616912842,0.0926863849163055,0.0643903985619545,0.165062367916107,0.003142140805721283,0.45286327600479126,0.3519042134284973
2019-050,2019-06-06 12:02:00,158,9,49.593,-124.639,169.0,259,2.0,15.93,28.12,6.59,7.0,0.001447646,1.29,0.28,18.83,0.0,0.06,0.16,0.66,0.05,0.32,0.01,0.01,0.03,1.3,0.06,0.009,0.0,0.009,0.007,,,,,,,,,,,,,,,,,SGN,49.58761596679688,-124.63603973388672,2018-12-25 00:00:00,1.55480825901031,0.890935957431793,0.0800401791930199,0.0698876231908798,0.195101544260979,0.003142140805721283,0.45286327600479126,0.3519042134284973
2019-050,2019-06-06 15:09:00,158,12,49.727,-124.679,358.0,276,1.9,16.18,27.37,6.44,11.0,0.002426077,0.97,,,0.0,0.0,0.12,0.28,0.01,0.51,0.01,0.0,0.06,0.99,0.0,0.0,0.0,0.0,0.0,2365,845.0,4.0,8.0,62.0,520.0,4.0,87.0,58.0,0.0,8.0,0.0,92.0,71.0,1449.0,cryptophytes/small flags,SGN,49.727420806884766,-124.67367553710936,2018-12-25 00:00:00,1.31929731369019,0.765748202800751,0.0537077225744724,0.0156119680032134,0.133104890584946,0.003142140805721283,0.45286327600479126,0.3519042134284973
2019-050,2019-06-06 23:29:00,158,PEN1,50.284,-124.712,161.0,288,1.7,19.25,22.02,6.33,4.0,0.00635363,0.47,0.52,13.15,0.0,0.0,0.07,0.06,0.0,0.29,0.0,0.0,0.02,0.44,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,50.27633666992188,-124.71476745605467,2018-12-25 00:00:00,,,,,,0.003142140805721283,0.45286327600479126,0.3519042134284973
2019-050,2019-06-07 01:21:00,158,PEN3,50.206,-124.752,340.0,305,1.7,18.6,22.56,6.57,6.0,0.006484552,0.72,0.47,13.97,0.0,0.0,0.05,0.07,0.0,0.6,0.0,0.0,0.01,0.73,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGN,50.20223236083984,-124.75276947021484,2018-12-25 00:00:00,,,,,,0.06558036804199219,0.8756202459335327,0.2624834179878235
